0	0.0		100.0		100.0		0.0
1	0.1		98.14042465562079		100.01		1.8695753443792142
2	0.2		97.12845670896705		100.04		2.911543291032956
3	0.30000000000000004		96.63481920468922		100.09		3.455180795310781
4	0.4		95.7889653848649		100.16		4.371034615135102
5	0.5		96.44318766460532		100.25		3.8068123353946817
6	0.6000000000000001		95.96208319886019		100.36		4.397916801139814
7	0.7000000000000001		97.57186852320274		100.49		2.9181314767972566
8	0.8		97.67402807148441		100.64		2.965971928515586
9	0.9		100.07373104116382		100.81		0.7362689588361775
10	1.0		101.0		101.0		0.0
Max error: 4.397916801139814
Global max error is 4.397916801139814
